"","STUDY_ID_PLOT","richness_change","Jbeta","Jtu","Jne"
"1281","321_2_7","0","1","1","0"
"1282","321_2_70","0","1","1","0"
"1283","321_2_71","1","1","1","0"
"1284","321_2_72","1","0.5","0","0.5"
"1285","321_2_73","0","1","1","0"
"1286","321_2_74","1","1","1","0"
"1287","321_2_75","0","1","1","0"
"1288","321_2_76","1","0.75","0.666666666666667","0.0833333333333333"
"1289","321_2_77","-1","1","1","0"
"1290","321_2_78","0","0","0","0"
"1291","321_2_79","0","0.8","0.8","0"
"1292","321_2_8","-1","0.5","0","0.5"
"1293","321_2_80","0","1","1","0"
"1294","321_2_81","-2","1","1","0"
"1295","321_2_82","0","1","1","0"
"1296","321_2_83","1","0.75","0.666666666666667","0.0833333333333333"
"1297","321_2_84","-1","1","1","0"
"1298","321_2_85","0","1","1","0"
"1299","321_2_86","3","1","1","0"
"1300","321_2_87","0","0","0","0"
"1301","321_2_88","-1","0.6","0.5","0.1"
"1302","321_2_89","1","1","1","0"
"1303","321_2_9","0","1","1","0"
"1304","321_2_90","-2","1","1","0"
"1305","321_2_91","0","0","0","0"
"1306","321_2_92","3","0.75","0","0.75"
"1307","321_2_93","-1","0.5","0","0.5"
"1308","321_2_94","0","0.666666666666667","0.666666666666667","0"
"1309","321_2_95","0","1","1","0"
"1310","321_2_96","3","0.75","0","0.75"
"1311","321_2_97","0","0","0","0"
"1312","321_2_98","1","0.5","0","0.5"
"1313","321_2_99","1","1","1","0"
"1314","321_3_0","2","1","1","0"
"1315","321_3_1","0","1","1","0"
"1316","321_3_10","5","0.9","0.8","0.1"
"1317","321_3_11","5","0.777777777777778","0.5","0.277777777777778"
"1318","321_3_12","2","0.444444444444444","0.285714285714286","0.158730158730159"
"1319","321_3_13","8","0.8","0","0.8"
"1320","321_3_14","4","0.727272727272727","0.571428571428571","0.155844155844156"
"1321","321_3_15","0","1","1","0"
"1322","321_3_16","1","1","1","0"
"1323","321_3_17","1","1","1","0"
"1324","321_3_18","-1","1","1","0"
"1325","321_3_19","1","1","1","0"
"1326","321_3_2","0","1","1","0"
"1327","321_3_20","2","0.666666666666667","0","0.666666666666667"
"1328","321_3_21","-1","1","1","0"
"1329","321_3_22","0","1","1","0"
"1330","321_3_23","1","1","1","0"
"1331","321_3_24","-2","1","1","0"
"1332","321_3_25","1","1","1","0"
"1333","321_3_26","0","0","0","0"
"1334","321_3_27","1","1","1","0"
"1335","321_3_28","1","1","1","0"
"1336","321_3_29","1","0.5","0","0.5"
"1337","321_3_3","0","1","1","0"
"1338","321_3_30","2","1","1","0"
"1339","321_3_31","2","0.666666666666667","0","0.666666666666667"
"1340","321_3_32","-2","1","1","0"
"1341","321_3_33","2","1","1","0"
"1342","321_3_34","1","0.333333333333333","0","0.333333333333333"
"1343","321_3_35","2","0.666666666666667","0","0.666666666666667"
"1344","321_3_36","-1","0.6","0.5","0.1"
"1345","321_3_37","-1","1","1","0"
"1346","321_3_38","0","1","1","0"
"1347","321_3_39","0","1","1","0"
"1348","321_3_4","-1","1","1","0"
"1349","321_3_40","0","1","1","0"
"1350","321_3_41","1","0.75","0.666666666666667","0.0833333333333333"
"1351","321_3_42","-2","0.666666666666667","0","0.666666666666667"
"1352","321_3_43","-1","1","1","0"
"1353","321_3_44","1","1","1","0"
"1354","321_3_45","-1","1","1","0"
"1355","321_3_46","-2","0.666666666666667","0","0.666666666666667"
"1356","321_3_47","2","0.666666666666667","0","0.666666666666667"
"1357","321_3_48","1","1","1","0"
"1358","321_3_49","1","1","1","0"
"1359","321_3_5","0","1","1","0"
"1360","321_3_50","1","0.5","0","0.5"
"1361","321_3_51","1","0.5","0","0.5"
"1362","321_3_52","2","0.666666666666667","0","0.666666666666667"
"1363","321_3_53","0","1","1","0"
"1364","321_3_54","1","0.5","0","0.5"
"1365","321_3_55","1","0.333333333333333","0","0.333333333333333"
"1366","321_3_56","-1","0.5","0","0.5"
"1367","321_3_57","-1","1","1","0"
"1368","321_3_58","0","1","1","0"
"1369","321_3_59","2","0.666666666666667","0","0.666666666666667"
"1370","321_3_6","-2","0.666666666666667","0","0.666666666666667"
"1371","321_3_60","0","0.666666666666667","0.666666666666667","0"
"1372","321_3_61","0","1","1","0"
"1373","321_3_62","2","0.666666666666667","0","0.666666666666667"
"1374","321_3_63","-1","0.5","0","0.5"
"1375","321_3_64","1","1","1","0"
"1376","321_3_65","-1","0.5","0","0.5"
"1377","321_3_66","0","1","1","0"
"1378","321_3_67","0","0.666666666666667","0.666666666666667","0"
"1379","321_3_68","0","1","1","0"
"1380","321_3_69","0","1","1","0"
"1381","321_3_7","-1","0.5","0","0.5"
"1382","321_3_70","-1","1","1","0"
"1383","321_3_71","0","1","1","0"
"1384","321_3_72","-2","1","1","0"
"1385","321_3_73","0","1","1","0"
"1386","321_3_74","-1","1","1","0"
"1387","321_3_75","0","1","1","0"
"1388","321_3_76","1","1","1","0"
"1389","321_3_77","0","1","1","0"
"1390","321_3_78","0","0.666666666666667","0.666666666666667","0"
"1391","321_3_79","0","1","1","0"
"1392","321_3_8","0","1","1","0"
"1393","321_3_80","0","1","1","0"
"1394","321_3_81","1","1","1","0"
"1395","321_3_82","2","1","1","0"
"1396","321_3_83","-1","1","1","0"
"1397","321_3_84","0","1","1","0"
"1398","321_3_85","0","1","1","0"
"1399","321_3_86","0","1","1","0"
"1400","321_3_87","0","1","1","0"
"1401","321_3_88","0","1","1","0"
"1402","321_3_89","0","1","1","0"
"1403","321_3_9","-1","1","1","0"
"1404","321_3_90","0","1","1","0"
"1405","321_3_91","1","1","1","0"
"1406","321_3_92","-1","0.5","0","0.5"
"1407","321_3_93","2","1","1","0"
"1408","321_3_94","0","1","1","0"
"1409","321_3_95","-1","1","1","0"
"1410","321_3_96","0","1","1","0"
"1411","321_3_97","0","1","1","0"
"1412","321_3_98","-1","0.5","0","0.5"
"1413","321_3_99","1","1","1","0"
"1414","322_X10Y1","0","0","0","0"
"1415","322_X10Y2","0","0","0","0"
"1416","322_X10Y3","0","0","0","0"
"1417","322_X10Y4","0","0","0","0"
"1418","322_X10Y5","0","0","0","0"
"1419","322_X11Y1","0","0","0","0"
"1420","322_X11Y2","0","0","0","0"
"1421","322_X11Y3","0","0","0","0"
"1422","322_X11Y4","0","0","0","0"
"1423","322_X11Y5","0","0","0","0"
"1424","322_X12Y1","0","0","0","0"
"1425","322_X12Y2","0","0","0","0"
"1426","322_X12Y3","-1","0.5","0","0.5"
"1427","322_X12Y4","0","0","0","0"
"1428","322_X12Y5","0","0","0","0"
"1429","322_X13Y1","0","0","0","0"
"1430","322_X13Y2","0","0","0","0"
"1431","322_X13Y3","0","0","0","0"
"1432","322_X13Y4","0","0","0","0"
"1433","322_X13Y5","0","0","0","0"
"1434","322_X14Y1","0","0","0","0"
"1435","322_X14Y2","0","0","0","0"
"1436","322_X14Y3","0","0","0","0"
"1437","322_X14Y4","0","0","0","0"
"1438","322_X14Y5","0","0","0","0"
"1439","322_X15Y1","0","0","0","0"
"1440","322_X15Y2","0","0","0","0"
"1441","322_X15Y3","0","0","0","0"
"1442","322_X15Y4","0","0","0","0"
"1443","322_X15Y5","0","0","0","0"
"1444","322_X16Y1","-1","0.166666666666667","0","0.166666666666667"
"1445","322_X16Y2","-1","0.25","0","0.25"
"1446","322_X16Y3","0","0","0","0"
"1447","322_X16Y4","0","0","0","0"
"1448","322_X16Y5","0","0","0","0"
"1449","322_X17Y1","0","0","0","0"
"1450","322_X17Y2","0","0","0","0"
"1451","322_X17Y3","0","0","0","0"
"1452","322_X17Y4","0","0","0","0"
"1453","322_X17Y5","0","0","0","0"
"1454","322_X18Y1","0","0","0","0"
"1455","322_X18Y2","0","0","0","0"
"1456","322_X18Y3","0","0","0","0"
"1457","322_X18Y4","0","0","0","0"
"1458","322_X18Y5","-2","0.4","0","0.4"
"1459","322_X19Y1","-1","0.166666666666667","0","0.166666666666667"
"1460","322_X19Y2","0","0","0","0"
"1461","322_X19Y3","-1","0.333333333333333","0","0.333333333333333"
"1462","322_X19Y4","0","0","0","0"
"1463","322_X19Y5","-1","0.25","0","0.25"
"1464","322_X1Y1","0","0","0","0"
"1465","322_X1Y2","0","0","0","0"
"1466","322_X1Y3","0","0","0","0"
"1467","322_X1Y4","0","0","0","0"
"1468","322_X1Y5","0","0","0","0"
"1469","322_X20Y1","-1","0.428571428571429","0.333333333333333","0.0952380952380952"
"1470","322_X20Y2","-2","0.4","0.25","0.15"
"1471","322_X20Y3","7","0.7","0","0.7"
"1472","322_X20Y4","10","0.909090909090909","0","0.909090909090909"
"1473","322_X20Y5","10","1","1","0"
"1474","322_X2Y1","0","0","0","0"
"1475","322_X2Y2","0","0","0","0"
"1476","322_X2Y3","0","0","0","0"
"1477","322_X2Y4","0","0","0","0"
"1478","322_X2Y5","0","0","0","0"
"1479","322_X3Y1","0","0","0","0"
"1480","322_X3Y2","-1","0.5","0","0.5"
"1481","322_X3Y3","0","0","0","0"
"1482","322_X3Y4","0","0","0","0"
"1483","322_X3Y5","0","0.5","0.5","0"
"1484","322_X4Y1","0","0","0","0"
"1485","322_X4Y2","0","0","0","0"
"1486","322_X4Y3","0","0","0","0"
"1487","322_X4Y4","0","0","0","0"
"1488","322_X4Y5","0","0","0","0"
"1489","322_X5Y1","0","0","0","0"
"1490","322_X5Y2","1","0.333333333333333","0","0.333333333333333"
"1491","322_X5Y3","0","0","0","0"
"1492","322_X5Y4","0","0","0","0"
"1493","322_X5Y5","-1","0.333333333333333","0","0.333333333333333"
"1494","322_X6Y1","0","0","0","0"
"1495","322_X6Y2","0","0","0","0"
"1496","322_X6Y3","0","0","0","0"
"1497","322_X6Y4","0","0","0","0"
"1498","322_X6Y5","0","0","0","0"
"1499","322_X7Y1","0","0","0","0"
"1500","322_X7Y2","0","0","0","0"
"1501","322_X7Y3","0","0","0","0"
"1502","322_X7Y4","0","0","0","0"
"1503","322_X7Y5","0","0","0","0"
"1504","322_X8Y1","0","0","0","0"
"1505","322_X8Y2","0","0","0","0"
"1506","322_X8Y3","0","0","0","0"
"1507","322_X8Y4","0","0","0","0"
"1508","322_X8Y5","0","0","0","0"
"1509","322_X9Y1","-2","0.666666666666667","0","0.666666666666667"
"1510","322_X9Y2","0","0","0","0"
"1511","322_X9Y3","0","0","0","0"
"1512","322_X9Y4","0","0","0","0"
"1513","322_X9Y5","0","0","0","0"
"1514","327_1_1_1","2","0.4","0","0.4"
"1515","327_1_1_2","0","0.666666666666667","0.666666666666667","0"
"1516","327_1_1_3","3","0.5","0","0.5"
"1517","327_1_1_4","3","0.6","0","0.6"
"1518","327_1_1_5","3","0.5","0","0.5"
"1519","327_1_2_1","0","0","0","0"
"1520","327_1_2_2","-2","1","1","0"
"1521","327_1_2_3","1","0.428571428571429","0.333333333333333","0.0952380952380952"
"1522","327_1_2_4","0","0.5","0.5","0"
"1523","327_1_2_5","2","0.333333333333333","0","0.333333333333333"
"1524","327_1_3_1","0","0.5","0.5","0"
"1525","327_1_3_2","2","0.666666666666667","0","0.666666666666667"
"1526","327_1_3_3","-1","0.75","0.666666666666667","0.0833333333333333"
"1527","327_1_3_4","3","0.6","0","0.6"
"1528","327_1_3_5","1","0.25","0","0.25"
"1529","327_1_4_1","-1","0.333333333333333","0","0.333333333333333"
"1530","327_1_4_2","0","0.333333333333333","0.333333333333333","0"
"1531","327_1_4_3","2","0.571428571428571","0.4","0.171428571428571"
"1532","327_1_4_4","-2","0.5","0","0.5"
"1533","327_1_4_5","3","0.6","0","0.6"
"1534","327_1_5_1","2","0.666666666666667","0.5","0.166666666666667"
"1535","327_1_5_2","6","0.75","0","0.75"
"1536","327_1_5_3","2","0.666666666666667","0.5","0.166666666666667"
"1537","327_1_5_4","1","0.25","0","0.25"
"1538","327_1_5_5","3","0.6","0","0.6"
"1539","327_10_1_1","1","0.6","0.5","0.1"
"1540","327_10_1_2","3","0.6","0","0.6"
"1541","327_10_1_3","2","0.571428571428571","0.4","0.171428571428571"
"1542","327_10_1_4","4","0.571428571428571","0","0.571428571428571"
"1543","327_10_1_5","4","0.5","0","0.5"
"1544","327_10_2_1","3","0.6","0","0.6"
"1545","327_10_2_2","2","0.5","0.333333333333333","0.166666666666667"
"1546","327_10_2_3","1","0.428571428571429","0.333333333333333","0.0952380952380952"
"1547","327_10_2_4","6","0.857142857142857","0","0.857142857142857"
"1548","327_10_2_5","2","0.285714285714286","0","0.285714285714286"
"1549","327_10_3_1","2","0.666666666666667","0.5","0.166666666666667"
"1550","327_10_3_2","5","0.833333333333333","0","0.833333333333333"
"1551","327_10_3_3","3","0.833333333333333","0.666666666666667","0.166666666666667"
"1552","327_10_3_4","6","0.857142857142857","0","0.857142857142857"
"1553","327_10_3_5","2","0.5","0","0.5"
"1554","327_10_4_1","4","0.571428571428571","0","0.571428571428571"
"1555","327_10_4_2","3","0.714285714285714","0.5","0.214285714285714"
"1556","327_10_4_3","4","0.8","0","0.8"
"1557","327_10_4_4","6","0.75","0","0.75"
"1558","327_10_4_5","4","0.571428571428571","0","0.571428571428571"
"1559","327_10_5_1","2","0.5","0","0.5"
"1560","327_10_5_2","2","0.571428571428571","0.4","0.171428571428571"
"1561","327_10_5_3","3","0.5","0","0.5"
"1562","327_10_5_4","2","0.4","0","0.4"
"1563","327_10_5_5","3","0.5","0","0.5"
"1564","327_11_0_0","0","1","1","0"
"1565","327_11_1_1","4","0.666666666666667","0","0.666666666666667"
"1566","327_11_1_2","-1","0.2","0","0.2"
"1567","327_11_1_3","1","0.25","0","0.25"
"1568","327_11_1_4","0","0.4","0.4","0"
"1569","327_11_1_5","-2","0.4","0","0.4"
"1570","327_11_2_1","2","0.666666666666667","0.5","0.166666666666667"
"1571","327_11_2_2","1","0.833333333333333","0.8","0.0333333333333333"
"1572","327_11_2_3","1","0.2","0","0.2"
"1573","327_11_2_4","2","0.4","0","0.4"
"1574","327_11_2_5","1","0.5","0.4","0.1"
"1575","327_11_3_1","4","0.666666666666667","0","0.666666666666667"
"1576","327_11_3_2","1","0.333333333333333","0","0.333333333333333"
"1577","327_11_3_3","1","0.5","0.4","0.1"
"1578","327_11_3_4","-2","0.4","0","0.4"
"1579","327_11_3_5","2","0.5","0","0.5"
"1580","327_11_4_1","0","0.8","0.8","0"
"1581","327_11_4_2","3","0.6","0","0.6"
"1582","327_11_4_3","-1","0.5","0","0.5"
"1583","327_11_4_4","1","0.6","0.5","0.1"
"1584","327_11_4_5","-1","0.5","0.4","0.1"
"1585","327_11_5_1","3","0.833333333333333","0.666666666666667","0.166666666666667"
"1586","327_11_5_2","5","0.833333333333333","0","0.833333333333333"
"1587","327_11_5_3","2","0.8","0.666666666666667","0.133333333333333"
"1588","327_11_5_4","-1","0.333333333333333","0","0.333333333333333"
"1589","327_11_5_5","2","0.8","0.666666666666667","0.133333333333333"
"1590","327_12_1_1","2","0.666666666666667","0.5","0.166666666666667"
"1591","327_12_1_2","2","0.4","0","0.4"
"1592","327_12_1_3","1","0.333333333333333","0","0.333333333333333"
"1593","327_12_1_4","1","0.5","0.4","0.1"
"1594","327_12_1_5","2","0.8","0.666666666666667","0.133333333333333"
"1595","327_12_2_1","3","0.6","0","0.6"
"1596","327_12_2_2","0","0.5","0.5","0"
"1597","327_12_2_3","0","0.8","0.8","0"
"1598","327_12_2_4","2","0.666666666666667","0","0.666666666666667"
"1599","327_12_2_5","3","0.6","0","0.6"
"1600","327_12_3_1","0","0.4","0.4","0"
"1601","327_12_3_2","4","1","1","0"
"1602","327_12_3_3","1","1","1","0"
"1603","327_12_3_4","4","0.666666666666667","0","0.666666666666667"
"1604","327_12_3_5","3","0.5","0","0.5"
"1605","327_12_4_1","1","0.5","0.4","0.1"
"1606","327_12_4_2","0","0.5","0.5","0"
"1607","327_12_4_3","1","0.25","0","0.25"
"1608","327_12_4_4","1","0.25","0","0.25"
"1609","327_12_4_5","2","0.333333333333333","0","0.333333333333333"
"1610","327_12_5_1","0","0.666666666666667","0.666666666666667","0"
"1611","327_12_5_2","3","0.5","0","0.5"
"1612","327_12_5_3","1","0.5","0.4","0.1"
"1613","327_12_5_4","3","0.75","0","0.75"
"1614","327_12_5_5","2","0.5","0","0.5"
"1615","327_13_1_1","0","1","1","0"
"1616","327_13_1_2","1","0.25","0","0.25"
"1617","327_13_1_3","0","0.666666666666667","0.666666666666667","0"
"1618","327_13_1_4","0","0.5","0.5","0"
"1619","327_13_1_5","0","1","1","0"
"1620","327_13_2_1","0","0","0","0"
"1621","327_13_2_2","1","0.714285714285714","0.666666666666667","0.0476190476190476"
"1622","327_13_2_3","2","1","1","0"
"1623","327_13_2_4","0","0.666666666666667","0.666666666666667","0"
"1624","327_13_2_5","-2","0.8","0.666666666666667","0.133333333333333"
"1625","327_13_3_1","-2","1","1","0"
"1626","327_13_3_2","-1","0.6","0.5","0.1"
"1627","327_13_3_3","1","0.6","0.5","0.1"
"1628","327_13_3_4","-2","0.8","0.666666666666667","0.133333333333333"
"1629","327_13_3_5","0","1","1","0"
"1630","327_13_4_1","-2","1","1","0"
"1631","327_13_4_2","4","0.8","0","0.8"
"1632","327_13_4_3","1","0.2","0","0.2"
"1633","327_13_4_4","0","0.5","0.5","0"
"1634","327_13_4_5","1","0.6","0.5","0.1"
"1635","327_13_5_1","-1","0.333333333333333","0","0.333333333333333"
"1636","327_13_5_2","-3","0.75","0","0.75"
"1637","327_13_5_3","1","0.6","0.5","0.1"
"1638","327_13_5_4","-1","0.333333333333333","0","0.333333333333333"
"1639","327_13_5_5","1","0.6","0.5","0.1"
"1640","327_14_0_0","0","0","0","0"
"1641","327_14_1_1","1","0.5","0.4","0.1"
"1642","327_14_1_2","4","0.666666666666667","0","0.666666666666667"
"1643","327_14_1_3","1","0.6","0.5","0.1"
"1644","327_14_1_4","4","0.666666666666667","0","0.666666666666667"
"1645","327_14_1_5","2","0.666666666666667","0.5","0.166666666666667"
"1646","327_14_2_1","2","0.5","0.333333333333333","0.166666666666667"
"1647","327_14_2_2","0","0.333333333333333","0.333333333333333","0"
"1648","327_14_2_3","2","0.333333333333333","0","0.333333333333333"
"1649","327_14_2_4","2","0.5","0","0.5"
"1650","327_14_2_5","1","0.6","0.5","0.1"
"1651","327_14_3_1","2","0.571428571428571","0.4","0.171428571428571"
"1652","327_14_3_2","5","0.714285714285714","0","0.714285714285714"
"1653","327_14_3_3","3","0.5","0","0.5"
"1654","327_14_3_4","-1","0.75","0.666666666666667","0.0833333333333333"
"1655","327_14_3_5","-1","0.5","0.4","0.1"
"1656","327_14_4_1","3","0.75","0","0.75"
"1657","327_14_4_2","4","0.8","0","0.8"
"1658","327_14_4_3","1","0.25","0","0.25"
"1659","327_14_4_4","2","0.4","0","0.4"
"1660","327_14_4_5","3","0.6","0","0.6"
"1661","327_14_5_1","0","0","0","0"
"1662","327_14_5_2","2","0.666666666666667","0","0.666666666666667"
"1663","327_14_5_3","1","0.6","0.5","0.1"
"1664","327_14_5_4","3","0.5","0","0.5"
"1665","327_14_5_5","3","0.5","0","0.5"
"1666","327_15_0_0","0","1","1","0"
"1667","327_15_1_1","6","0.75","0","0.75"
"1668","327_15_1_2","2","0.571428571428571","0.4","0.171428571428571"
"1669","327_15_1_3","1","0.5","0.4","0.1"
"1670","327_15_1_4","3","0.75","0","0.75"
"1671","327_15_1_5","4","0.8","0","0.8"
"1672","327_15_2_1","1","0.5","0","0.5"
"1673","327_15_2_2","3","0.5","0","0.5"
"1674","327_15_2_3","3","1","1","0"
"1675","327_15_2_4","3","0.5","0","0.5"
"1676","327_15_2_5","2","0.5","0","0.5"
"1677","327_15_3_1","-2","0.666666666666667","0.5","0.166666666666667"
"1678","327_15_3_2","2","0.333333333333333","0","0.333333333333333"
"1679","327_15_3_3","0","0.666666666666667","0.666666666666667","0"
"1680","327_15_3_4","2","0.571428571428571","0.4","0.171428571428571"
"1681","327_15_3_5","2","0.4","0","0.4"
"1682","327_15_4_1","3","0.5","0","0.5"
"1683","327_15_4_2","2","0.857142857142857","0.8","0.0571428571428571"
"1684","327_15_4_3","3","0.75","0","0.75"
"1685","327_15_4_4","2","0.4","0","0.4"
"1686","327_15_4_5","4","0.8","0","0.8"
"1687","327_15_5_1","1","0.5","0.4","0.1"
"1688","327_15_5_2","3","0.6","0","0.6"
"1689","327_15_5_3","2","0.333333333333333","0","0.333333333333333"
"1690","327_15_5_4","2","0.666666666666667","0.5","0.166666666666667"
"1691","327_15_5_5","3","0.6","0","0.6"
"1692","327_16_1_1","0","0.666666666666667","0.666666666666667","0"
"1693","327_16_1_2","2","0.5","0","0.5"
"1694","327_16_1_3","2","0.666666666666667","0","0.666666666666667"
"1695","327_16_1_4","-1","0.833333333333333","0.8","0.0333333333333333"
"1696","327_16_1_5","1","0.166666666666667","0","0.166666666666667"
"1697","327_16_2_1","1","0.6","0.5","0.1"
"1698","327_16_2_2","3","0.6","0","0.6"
"1699","327_16_2_3","3","0.75","0","0.75"
"1700","327_16_2_4","2","0.8","0.666666666666667","0.133333333333333"
"1701","327_16_2_5","2","0.333333333333333","0","0.333333333333333"
"1702","327_16_3_1","0","0.4","0.4","0"
"1703","327_16_3_2","1","0.6","0.5","0.1"
"1704","327_16_3_3","1","0.333333333333333","0","0.333333333333333"
"1705","327_16_3_4","-1","0.6","0.5","0.1"
"1706","327_16_3_5","1","0.5","0.4","0.1"
"1707","327_16_4_1","1","0.6","0.5","0.1"
"1708","327_16_4_2","1","0.6","0.5","0.1"
"1709","327_16_4_3","0","0.5","0.5","0"
"1710","327_16_4_4","-1","0.6","0.5","0.1"
"1711","327_16_4_5","-1","0.25","0","0.25"
"1712","327_16_5_1","2","0.5","0","0.5"
"1713","327_16_5_2","0","0.5","0.5","0"
"1714","327_16_5_3","-1","0.333333333333333","0","0.333333333333333"
"1715","327_16_5_4","0","0.666666666666667","0.666666666666667","0"
"1716","327_16_5_5","0","0.5","0.5","0"
"1717","327_17_1_1","2","0.5","0","0.5"
"1718","327_17_1_2","-1","0.2","0","0.2"
"1719","327_17_1_3","0","0.4","0.4","0"
"1720","327_17_1_4","2","0.5","0","0.5"
"1721","327_17_1_5","1","0.25","0","0.25"
"1722","327_17_2_1","1","0.6","0.5","0.1"
"1723","327_17_2_2","1","0.5","0.4","0.1"
"1724","327_17_2_3","1","0.25","0","0.25"
"1725","327_17_2_4","2","0.4","0","0.4"
"1726","327_17_2_5","0","0.4","0.4","0"
"1727","327_17_3_1","0","0.4","0.4","0"
"1728","327_17_3_2","-1","0.2","0","0.2"
"1729","327_17_3_3","1","0.25","0","0.25"
"1730","327_17_3_4","-3","0.6","0","0.6"
"1731","327_17_3_5","-2","0.5","0","0.5"
"1732","327_17_4_1","2","0.666666666666667","0.5","0.166666666666667"
"1733","327_17_4_2","1","0.25","0","0.25"
"1734","327_17_4_3","-2","0.4","0","0.4"
"1735","327_17_4_4","2","0.5","0","0.5"
"1736","327_17_4_5","-1","0.25","0","0.25"
"1737","327_17_5_1","2","0.666666666666667","0.5","0.166666666666667"
"1738","327_17_5_2","2","0.5","0","0.5"
"1739","327_17_5_3","1","0.6","0.5","0.1"
"1740","327_17_5_4","0","0.5","0.5","0"
"1741","327_17_5_5","2","0.5","0","0.5"
"1742","327_18_0_0","0","1","1","0"
"1743","327_18_1_1","2","0.5","0","0.5"
"1744","327_18_1_2","4","0.8","0","0.8"
"1745","327_18_1_3","1","0.5","0.4","0.1"
"1746","327_18_1_4","4","0.666666666666667","0","0.666666666666667"
"1747","327_18_1_5","1","0.5","0.4","0.1"
"1748","327_18_2_1","1","0.25","0","0.25"
"1749","327_18_2_2","1","0.6","0.5","0.1"
"1750","327_18_2_3","1","0.25","0","0.25"
"1751","327_18_2_4","3","0.6","0","0.6"
"1752","327_18_2_5","2","0.4","0","0.4"
"1753","327_18_3_1","1","0.714285714285714","0.666666666666667","0.0476190476190476"
"1754","327_18_3_2","2","0.5","0","0.5"
"1755","327_18_3_3","4","0.666666666666667","0","0.666666666666667"
"1756","327_18_3_4","1","0.428571428571429","0.333333333333333","0.0952380952380952"
"1757","327_18_3_5","2","0.4","0","0.4"
"1758","327_18_4_1","3","0.6","0","0.6"
"1759","327_18_4_2","1","0.333333333333333","0","0.333333333333333"
"1760","327_18_4_3","2","0.5","0","0.5"
"1761","327_18_4_4","3","0.5","0","0.5"
"1762","327_18_4_5","2","0.4","0","0.4"
"1763","327_18_5_1","2","0.5","0","0.5"
"1764","327_18_5_2","0","0.4","0.4","0"
"1765","327_18_5_3","-1","0.5","0.4","0.1"
"1766","327_18_5_4","1","0.25","0","0.25"
"1767","327_18_5_5","1","0.333333333333333","0","0.333333333333333"
"1768","327_19_1_1","2","0.5","0","0.5"
"1769","327_19_1_2","2","0.4","0","0.4"
"1770","327_19_1_3","-2","0.571428571428571","0.4","0.171428571428571"
"1771","327_19_1_4","0","0.666666666666667","0.666666666666667","0"
"1772","327_19_1_5","2","0.4","0","0.4"
"1773","327_19_2_1","3","0.6","0","0.6"
"1774","327_19_2_2","4","0.666666666666667","0","0.666666666666667"
"1775","327_19_2_3","0","0","0","0"
"1776","327_19_2_4","2","0.5","0","0.5"
"1777","327_19_2_5","2","0.5","0","0.5"
"1778","327_19_3_1","1","0.5","0.4","0.1"
"1779","327_19_3_2","1","0.6","0.5","0.1"
"1780","327_19_3_3","3","0.5","0","0.5"
"1781","327_19_3_4","1","0.6","0.5","0.1"
"1782","327_19_3_5","1","0.2","0","0.2"
"1783","327_19_4_1","1","0.25","0","0.25"
"1784","327_19_4_2","3","0.6","0","0.6"
"1785","327_19_4_3","0","0.666666666666667","0.666666666666667","0"
"1786","327_19_4_4","2","0.5","0","0.5"
"1787","327_19_4_5","1","0.6","0.5","0.1"
"1788","327_19_5_1","1","0.6","0.5","0.1"
"1789","327_19_5_2","2","0.333333333333333","0","0.333333333333333"
"1790","327_19_5_3","1","0.5","0.4","0.1"
"1791","327_19_5_4","0","0.666666666666667","0.666666666666667","0"
"1792","327_19_5_5","2","0.666666666666667","0.5","0.166666666666667"
"1793","327_2_0_0","0","1","1","0"
"1794","327_2_1_1","2","0.333333333333333","0","0.333333333333333"
"1795","327_2_1_2","1","0.5","0.4","0.1"
"1796","327_2_1_3","2","0.333333333333333","0","0.333333333333333"
"1797","327_2_1_4","0","0","0","0"
"1798","327_2_1_5","4","0.666666666666667","0","0.666666666666667"
"1799","327_2_2_1","1","0.2","0","0.2"
"1800","327_2_2_2","1","0.25","0","0.25"
"1801","327_2_2_3","3","0.5","0","0.5"
"1802","327_2_2_4","0","0","0","0"
"1803","327_2_2_5","3","0.5","0","0.5"
"1804","327_2_3_1","3","0.5","0","0.5"
"1805","327_2_3_2","3","0.75","0","0.75"
"1806","327_2_3_3","3","0.5","0","0.5"
"1807","327_2_3_4","5","0.714285714285714","0","0.714285714285714"
"1808","327_2_3_5","4","0.666666666666667","0","0.666666666666667"
"1809","327_2_4_1","4","0.571428571428571","0","0.571428571428571"
"1810","327_2_4_2","4","0.571428571428571","0","0.571428571428571"
"1811","327_2_4_3","1","0.2","0","0.2"
"1812","327_2_4_4","4","0.666666666666667","0","0.666666666666667"
"1813","327_2_4_5","4","0.8","0","0.8"
"1814","327_2_5_1","1","0.5","0.4","0.1"
"1815","327_2_5_2","3","0.5","0","0.5"
"1816","327_2_5_3","3","0.5","0","0.5"
"1817","327_2_5_4","2","0.4","0","0.4"
"1818","327_2_5_5","5","0.833333333333333","0","0.833333333333333"
"1819","327_20_1_1","2","0.5","0","0.5"
"1820","327_20_1_2","0","0.666666666666667","0.666666666666667","0"
"1821","327_20_1_3","3","0.6","0","0.6"
"1822","327_20_1_4","-2","0.4","0","0.4"
"1823","327_20_1_5","0","0.333333333333333","0.333333333333333","0"
"1824","327_20_2_1","2","0.666666666666667","0.5","0.166666666666667"
"1825","327_20_2_2","1","0.6","0.5","0.1"
