"","STUDY_ID_PLOT","duration_plot","richness_change","Jbeta","Jtu","Jne","scaleacc_25","e","e_2","e_5","e_25","e_50","e_75","e_100","e_hpd","e_hpd2","e_hpd5","e_hpd25","e_hpd50","e_hpd75","e_hpd100","STUDY_ID","PLOT","START_YEAR","END_YEAR","duration","TAXA","LATITUDE","LONGITUDE","AREA_SQ_KM","NUMBER_OF_SAMPLES","ABUNDANCE_TYPE","AB_BIO","BIOMASS_TYPE","PROTECTED_AREA","cell","duration_plot_center","area_center","hpd_q","scalehpd_25"
"662",662,10,-1,0.3125,0.266666666666667,0.0458333333333333,0.996108646951334,43,31.625,39.48,32.4899030694669,33.6015317948201,32.1552310999642,32.3248576180636,1.82550132274628,3.55860367417336,4.13051239725202,39.1863176698551,49.2797990182639,63.8369714374986,57.7634667687981,"302","143",2002,2011,9,"Terrestrial plants",-22.379,-49.6803,0.32,768,"Count","A",NA,TRUE,"3209389",-9.10400829302004,-1226234.87660289,"Moderate",0.00387935121387595
"663",663,10,0,0.0952380952380952,0.0952380952380952,0,0.996108646951334,43,31.625,39.48,32.4899030694669,33.6015317948201,32.1552310999642,32.3248576180636,1.82550132274628,3.55860367417336,4.13051239725202,39.1863176698551,49.2797990182639,63.8369714374986,57.7634667687981,"302","144",2002,2011,9,"Terrestrial plants",-22.379,-49.6803,0.32,768,"Count","A",NA,TRUE,"3209389",-9.10400829302004,-1226234.87660289,"Moderate",0.00387935121387595
"664",664,10,-2,0.380952380952381,0.315789473684211,0.0651629072681704,0.996108646951334,43,31.625,39.48,32.4899030694669,33.6015317948201,32.1552310999642,32.3248576180636,1.82550132274628,3.55860367417336,4.13051239725202,39.1863176698551,49.2797990182639,63.8369714374986,57.7634667687981,"302","145",2002,2011,9,"Terrestrial plants",-22.379,-49.6803,0.32,768,"Count","A",NA,TRUE,"3209389",-9.10400829302004,-1226234.87660289,"Moderate",0.00387935121387595
"665",665,10,1,0.157894736842105,0.111111111111111,0.0467836257309941,0.996108646951334,43,31.625,39.48,32.4899030694669,33.6015317948201,32.1552310999642,32.3248576180636,1.82550132274628,3.55860367417336,4.13051239725202,39.1863176698551,49.2797990182639,63.8369714374986,57.7634667687981,"302","146",2002,2011,9,"Terrestrial plants",-22.379,-49.6803,0.32,768,"Count","A",NA,TRUE,"3209389",-9.10400829302004,-1226234.87660289,"Moderate",0.00387935121387595
"666",666,10,0,0.266666666666667,0.266666666666667,0,0.996108646951334,43,31.625,39.48,32.4899030694669,33.6015317948201,32.1552310999642,32.3248576180636,1.82550132274628,3.55860367417336,4.13051239725202,39.1863176698551,49.2797990182639,63.8369714374986,57.7634667687981,"302","147",2002,2011,9,"Terrestrial plants",-22.379,-49.6803,0.32,768,"Count","A",NA,TRUE,"3209389",-9.10400829302004,-1226234.87660289,"Moderate",0.00387935121387595
"667",667,10,2,0.153846153846154,0,0.153846153846154,0.996108646951334,43,31.625,39.48,32.4899030694669,33.6015317948201,32.1552310999642,32.3248576180636,1.82550132274628,3.55860367417336,4.13051239725202,39.1863176698551,49.2797990182639,63.8369714374986,57.7634667687981,"302","148",2002,2011,9,"Terrestrial plants",-22.379,-49.6803,0.32,768,"Count","A",NA,TRUE,"3209389",-9.10400829302004,-1226234.87660289,"Moderate",0.00387935121387595
"668",668,10,0,0.181818181818182,0.181818181818182,0,0.996108646951334,43,31.625,39.48,32.4899030694669,33.6015317948201,32.1552310999642,32.3248576180636,1.82550132274628,3.55860367417336,4.13051239725202,39.1863176698551,49.2797990182639,63.8369714374986,57.7634667687981,"302","149",2002,2011,9,"Terrestrial plants",-22.379,-49.6803,0.32,768,"Count","A",NA,TRUE,"3209389",-9.10400829302004,-1226234.87660289,"Moderate",0.00387935121387595
"669",669,10,1,0.05,0,0.05,0.996108646951334,43,31.625,39.48,32.4899030694669,33.6015317948201,32.1552310999642,32.3248576180636,1.82550132274628,3.55860367417336,4.13051239725202,39.1863176698551,49.2797990182639,63.8369714374986,57.7634667687981,"302","15",2002,2011,9,"Terrestrial plants",-22.379,-49.6803,0.32,768,"Count","A",NA,TRUE,"3209389",-9.10400829302004,-1226234.87660289,"Moderate",0.00387935121387595
"670",670,10,6,0.428571428571429,0,0.428571428571429,0.996108646951334,43,31.625,39.48,32.4899030694669,33.6015317948201,32.1552310999642,32.3248576180636,1.82550132274628,3.55860367417336,4.13051239725202,39.1863176698551,49.2797990182639,63.8369714374986,57.7634667687981,"302","150",2002,2011,9,"Terrestrial plants",-22.379,-49.6803,0.32,768,"Count","A",NA,TRUE,"3209389",-9.10400829302004,-1226234.87660289,"Moderate",0.00387935121387595
"671",671,10,-1,0.0555555555555556,0,0.0555555555555556,0.996108646951334,43,31.625,39.48,32.4899030694669,33.6015317948201,32.1552310999642,32.3248576180636,1.82550132274628,3.55860367417336,4.13051239725202,39.1863176698551,49.2797990182639,63.8369714374986,57.7634667687981,"302","151",2002,2011,9,"Terrestrial plants",-22.379,-49.6803,0.32,768,"Count","A",NA,TRUE,"3209389",-9.10400829302004,-1226234.87660289,"Moderate",0.00387935121387595
"672",672,10,1,0.214285714285714,0.153846153846154,0.0604395604395604,0.996108646951334,43,31.625,39.48,32.4899030694669,33.6015317948201,32.1552310999642,32.3248576180636,1.82550132274628,3.55860367417336,4.13051239725202,39.1863176698551,49.2797990182639,63.8369714374986,57.7634667687981,"302","152",2002,2011,9,"Terrestrial plants",-22.379,-49.6803,0.32,768,"Count","A",NA,TRUE,"3209389",-9.10400829302004,-1226234.87660289,"Moderate",0.00387935121387595
"673",673,10,0,0.0952380952380952,0.0952380952380952,0,0.996108646951334,43,31.625,39.48,32.4899030694669,33.6015317948201,32.1552310999642,32.3248576180636,1.82550132274628,3.55860367417336,4.13051239725202,39.1863176698551,49.2797990182639,63.8369714374986,57.7634667687981,"302","153",2002,2011,9,"Terrestrial plants",-22.379,-49.6803,0.32,768,"Count","A",NA,TRUE,"3209389",-9.10400829302004,-1226234.87660289,"Moderate",0.00387935121387595
"674",674,10,-1,0.263157894736842,0.222222222222222,0.0409356725146199,0.996108646951334,43,31.625,39.48,32.4899030694669,33.6015317948201,32.1552310999642,32.3248576180636,1.82550132274628,3.55860367417336,4.13051239725202,39.1863176698551,49.2797990182639,63.8369714374986,57.7634667687981,"302","154",2002,2011,9,"Terrestrial plants",-22.379,-49.6803,0.32,768,"Count","A",NA,TRUE,"3209389",-9.10400829302004,-1226234.87660289,"Moderate",0.00387935121387595
"675",675,10,1,0.391304347826087,0.363636363636364,0.0276679841897233,0.996108646951334,43,31.625,39.48,32.4899030694669,33.6015317948201,32.1552310999642,32.3248576180636,1.82550132274628,3.55860367417336,4.13051239725202,39.1863176698551,49.2797990182639,63.8369714374986,57.7634667687981,"302","155",2002,2011,9,"Terrestrial plants",-22.379,-49.6803,0.32,768,"Count","A",NA,TRUE,"3209389",-9.10400829302004,-1226234.87660289,"Moderate",0.00387935121387595
"676",676,10,-2,0.0909090909090909,0,0.0909090909090909,0.996108646951334,43,31.625,39.48,32.4899030694669,33.6015317948201,32.1552310999642,32.3248576180636,1.82550132274628,3.55860367417336,4.13051239725202,39.1863176698551,49.2797990182639,63.8369714374986,57.7634667687981,"302","156",2002,2011,9,"Terrestrial plants",-22.379,-49.6803,0.32,768,"Count","A",NA,TRUE,"3209389",-9.10400829302004,-1226234.87660289,"Moderate",0.00387935121387595
"677",677,10,-5,0.318181818181818,0.117647058823529,0.200534759358289,0.996108646951334,43,31.625,39.48,32.4899030694669,33.6015317948201,32.1552310999642,32.3248576180636,1.82550132274628,3.55860367417336,4.13051239725202,39.1863176698551,49.2797990182639,63.8369714374986,57.7634667687981,"302","157",2002,2011,9,"Terrestrial plants",-22.379,-49.6803,0.32,768,"Count","A",NA,TRUE,"3209389",-9.10400829302004,-1226234.87660289,"Moderate",0.00387935121387595
"678",678,10,1,0.1875,0.133333333333333,0.0541666666666667,0.996108646951334,43,31.625,39.48,32.4899030694669,33.6015317948201,32.1552310999642,32.3248576180636,1.82550132274628,3.55860367417336,4.13051239725202,39.1863176698551,49.2797990182639,63.8369714374986,57.7634667687981,"302","158",2002,2011,9,"Terrestrial plants",-22.379,-49.6803,0.32,768,"Count","A",NA,TRUE,"3209389",-9.10400829302004,-1226234.87660289,"Moderate",0.00387935121387595
"679",679,10,1,0.0625,0,0.0625,0.996108646951334,43,31.625,39.48,32.4899030694669,33.6015317948201,32.1552310999642,32.3248576180636,1.82550132274628,3.55860367417336,4.13051239725202,39.1863176698551,49.2797990182639,63.8369714374986,57.7634667687981,"302","159",2002,2011,9,"Terrestrial plants",-22.379,-49.6803,0.32,768,"Count","A",NA,TRUE,"3209389",-9.10400829302004,-1226234.87660289,"Moderate",0.00387935121387595
"680",680,10,1,0.0526315789473684,0,0.0526315789473684,0.996108646951334,43,31.625,39.48,32.4899030694669,33.6015317948201,32.1552310999642,32.3248576180636,1.82550132274628,3.55860367417336,4.13051239725202,39.1863176698551,49.2797990182639,63.8369714374986,57.7634667687981,"302","16",2002,2011,9,"Terrestrial plants",-22.379,-49.6803,0.32,768,"Count","A",NA,TRUE,"3209389",-9.10400829302004,-1226234.87660289,"Moderate",0.00387935121387595
"681",681,10,5,0.388888888888889,0.153846153846154,0.235042735042735,0.996108646951334,43,31.625,39.48,32.4899030694669,33.6015317948201,32.1552310999642,32.3248576180636,1.82550132274628,3.55860367417336,4.13051239725202,39.1863176698551,49.2797990182639,63.8369714374986,57.7634667687981,"302","160",2002,2011,9,"Terrestrial plants",-22.379,-49.6803,0.32,768,"Count","A",NA,TRUE,"3209389",-9.10400829302004,-1226234.87660289,"Moderate",0.00387935121387595
"682",682,10,-3,0.157894736842105,0,0.157894736842105,0.996108646951334,43,31.625,39.48,32.4899030694669,33.6015317948201,32.1552310999642,32.3248576180636,1.82550132274628,3.55860367417336,4.13051239725202,39.1863176698551,49.2797990182639,63.8369714374986,57.7634667687981,"302","161",2002,2011,9,"Terrestrial plants",-22.379,-49.6803,0.32,768,"Count","A",NA,TRUE,"3209389",-9.10400829302004,-1226234.87660289,"Moderate",0.00387935121387595
"683",683,10,-1,0.0555555555555556,0,0.0555555555555556,0.996108646951334,43,31.625,39.48,32.4899030694669,33.6015317948201,32.1552310999642,32.3248576180636,1.82550132274628,3.55860367417336,4.13051239725202,39.1863176698551,49.2797990182639,63.8369714374986,57.7634667687981,"302","162",2002,2011,9,"Terrestrial plants",-22.379,-49.6803,0.32,768,"Count","A",NA,TRUE,"3209389",-9.10400829302004,-1226234.87660289,"Moderate",0.00387935121387595
"684",684,10,0,0.166666666666667,0.166666666666667,0,0.996108646951334,43,31.625,39.48,32.4899030694669,33.6015317948201,32.1552310999642,32.3248576180636,1.82550132274628,3.55860367417336,4.13051239725202,39.1863176698551,49.2797990182639,63.8369714374986,57.7634667687981,"302","163",2002,2011,9,"Terrestrial plants",-22.379,-49.6803,0.32,768,"Count","A",NA,TRUE,"3209389",-9.10400829302004,-1226234.87660289,"Moderate",0.00387935121387595
"685",685,10,-1,0.1875,0.133333333333333,0.0541666666666667,0.996108646951334,43,31.625,39.48,32.4899030694669,33.6015317948201,32.1552310999642,32.3248576180636,1.82550132274628,3.55860367417336,4.13051239725202,39.1863176698551,49.2797990182639,63.8369714374986,57.7634667687981,"302","164",2002,2011,9,"Terrestrial plants",-22.379,-49.6803,0.32,768,"Count","A",NA,TRUE,"3209389",-9.10400829302004,-1226234.87660289,"Moderate",0.00387935121387595
"686",686,10,0,0.153846153846154,0.153846153846154,0,0.996108646951334,43,31.625,39.48,32.4899030694669,33.6015317948201,32.1552310999642,32.3248576180636,1.82550132274628,3.55860367417336,4.13051239725202,39.1863176698551,49.2797990182639,63.8369714374986,57.7634667687981,"302","165",2002,2011,9,"Terrestrial plants",-22.379,-49.6803,0.32,768,"Count","A",NA,TRUE,"3209389",-9.10400829302004,-1226234.87660289,"Moderate",0.00387935121387595
"687",687,10,-3,0.384615384615385,0.2,0.184615384615385,0.996108646951334,43,31.625,39.48,32.4899030694669,33.6015317948201,32.1552310999642,32.3248576180636,1.82550132274628,3.55860367417336,4.13051239725202,39.1863176698551,49.2797990182639,63.8369714374986,57.7634667687981,"302","166",2002,2011,9,"Terrestrial plants",-22.379,-49.6803,0.32,768,"Count","A",NA,TRUE,"3209389",-9.10400829302004,-1226234.87660289,"Moderate",0.00387935121387595
"688",688,10,-1,0.1875,0.133333333333333,0.0541666666666667,0.996108646951334,43,31.625,39.48,32.4899030694669,33.6015317948201,32.1552310999642,32.3248576180636,1.82550132274628,3.55860367417336,4.13051239725202,39.1863176698551,49.2797990182639,63.8369714374986,57.7634667687981,"302","167",2002,2011,9,"Terrestrial plants",-22.379,-49.6803,0.32,768,"Count","A",NA,TRUE,"3209389",-9.10400829302004,-1226234.87660289,"Moderate",0.00387935121387595
"689",689,10,-2,0.117647058823529,0,0.117647058823529,0.996108646951334,43,31.625,39.48,32.4899030694669,33.6015317948201,32.1552310999642,32.3248576180636,1.82550132274628,3.55860367417336,4.13051239725202,39.1863176698551,49.2797990182639,63.8369714374986,57.7634667687981,"302","168",2002,2011,9,"Terrestrial plants",-22.379,-49.6803,0.32,768,"Count","A",NA,TRUE,"3209389",-9.10400829302004,-1226234.87660289,"Moderate",0.00387935121387595
"690",690,10,0,0.285714285714286,0.285714285714286,0,0.996108646951334,43,31.625,39.48,32.4899030694669,33.6015317948201,32.1552310999642,32.3248576180636,1.82550132274628,3.55860367417336,4.13051239725202,39.1863176698551,49.2797990182639,63.8369714374986,57.7634667687981,"302","169",2002,2011,9,"Terrestrial plants",-22.379,-49.6803,0.32,768,"Count","A",NA,TRUE,"3209389",-9.10400829302004,-1226234.87660289,"Moderate",0.00387935121387595
"691",691,10,0,0.111111111111111,0.111111111111111,0,0.996108646951334,43,31.625,39.48,32.4899030694669,33.6015317948201,32.1552310999642,32.3248576180636,1.82550132274628,3.55860367417336,4.13051239725202,39.1863176698551,49.2797990182639,63.8369714374986,57.7634667687981,"302","17",2002,2011,9,"Terrestrial plants",-22.379,-49.6803,0.32,768,"Count","A",NA,TRUE,"3209389",-9.10400829302004,-1226234.87660289,"Moderate",0.00387935121387595
"692",692,10,-2,0.133333333333333,0,0.133333333333333,0.996108646951334,43,31.625,39.48,32.4899030694669,33.6015317948201,32.1552310999642,32.3248576180636,1.82550132274628,3.55860367417336,4.13051239725202,39.1863176698551,49.2797990182639,63.8369714374986,57.7634667687981,"302","170",2002,2011,9,"Terrestrial plants",-22.379,-49.6803,0.32,768,"Count","A",NA,TRUE,"3209389",-9.10400829302004,-1226234.87660289,"Moderate",0.00387935121387595
"693",693,10,-3,0.25,0.117647058823529,0.132352941176471,0.996108646951334,43,31.625,39.48,32.4899030694669,33.6015317948201,32.1552310999642,32.3248576180636,1.82550132274628,3.55860367417336,4.13051239725202,39.1863176698551,49.2797990182639,63.8369714374986,57.7634667687981,"302","171",2002,2011,9,"Terrestrial plants",-22.379,-49.6803,0.32,768,"Count","A",NA,TRUE,"3209389",-9.10400829302004,-1226234.87660289,"Moderate",0.00387935121387595
"694",694,10,-5,0.333333333333333,0.125,0.208333333333333,0.996108646951334,43,31.625,39.48,32.4899030694669,33.6015317948201,32.1552310999642,32.3248576180636,1.82550132274628,3.55860367417336,4.13051239725202,39.1863176698551,49.2797990182639,63.8369714374986,57.7634667687981,"302","172",2002,2011,9,"Terrestrial plants",-22.379,-49.6803,0.32,768,"Count","A",NA,TRUE,"3209389",-9.10400829302004,-1226234.87660289,"Moderate",0.00387935121387595
"695",695,10,-1,0.0526315789473684,0,0.0526315789473684,0.996108646951334,43,31.625,39.48,32.4899030694669,33.6015317948201,32.1552310999642,32.3248576180636,1.82550132274628,3.55860367417336,4.13051239725202,39.1863176698551,49.2797990182639,63.8369714374986,57.7634667687981,"302","173",2002,2011,9,"Terrestrial plants",-22.379,-49.6803,0.32,768,"Count","A",NA,TRUE,"3209389",-9.10400829302004,-1226234.87660289,"Moderate",0.00387935121387595
"696",696,10,0,0.2,0.2,0,0.996108646951334,43,31.625,39.48,32.4899030694669,33.6015317948201,32.1552310999642,32.3248576180636,1.82550132274628,3.55860367417336,4.13051239725202,39.1863176698551,49.2797990182639,63.8369714374986,57.7634667687981,"302","174",2002,2011,9,"Terrestrial plants",-22.379,-49.6803,0.32,768,"Count","A",NA,TRUE,"3209389",-9.10400829302004,-1226234.87660289,"Moderate",0.00387935121387595
"697",697,10,0,0.333333333333333,0.333333333333333,0,0.996108646951334,43,31.625,39.48,32.4899030694669,33.6015317948201,32.1552310999642,32.3248576180636,1.82550132274628,3.55860367417336,4.13051239725202,39.1863176698551,49.2797990182639,63.8369714374986,57.7634667687981,"302","175",2002,2011,9,"Terrestrial plants",-22.379,-49.6803,0.32,768,"Count","A",NA,TRUE,"3209389",-9.10400829302004,-1226234.87660289,"Moderate",0.00387935121387595
"698",698,10,0,0.125,0.125,0,0.996108646951334,43,31.625,39.48,32.4899030694669,33.6015317948201,32.1552310999642,32.3248576180636,1.82550132274628,3.55860367417336,4.13051239725202,39.1863176698551,49.2797990182639,63.8369714374986,57.7634667687981,"302","176",2002,2011,9,"Terrestrial plants",-22.379,-49.6803,0.32,768,"Count","A",NA,TRUE,"3209389",-9.10400829302004,-1226234.87660289,"Moderate",0.00387935121387595
"699",699,10,0,0,0,0,0.996108646951334,43,31.625,39.48,32.4899030694669,33.6015317948201,32.1552310999642,32.3248576180636,1.82550132274628,3.55860367417336,4.13051239725202,39.1863176698551,49.2797990182639,63.8369714374986,57.7634667687981,"302","177",2002,2011,9,"Terrestrial plants",-22.379,-49.6803,0.32,768,"Count","A",NA,TRUE,"3209389",-9.10400829302004,-1226234.87660289,"Moderate",0.00387935121387595
"700",700,10,1,0.166666666666667,0.117647058823529,0.0490196078431372,0.996108646951334,43,31.625,39.48,32.4899030694669,33.6015317948201,32.1552310999642,32.3248576180636,1.82550132274628,3.55860367417336,4.13051239725202,39.1863176698551,49.2797990182639,63.8369714374986,57.7634667687981,"302","178",2002,2011,9,"Terrestrial plants",-22.379,-49.6803,0.32,768,"Count","A",NA,TRUE,"3209389",-9.10400829302004,-1226234.87660289,"Moderate",0.00387935121387595
"701",701,10,3,0.230769230769231,0,0.230769230769231,0.996108646951334,43,31.625,39.48,32.4899030694669,33.6015317948201,32.1552310999642,32.3248576180636,1.82550132274628,3.55860367417336,4.13051239725202,39.1863176698551,49.2797990182639,63.8369714374986,57.7634667687981,"302","179",2002,2011,9,"Terrestrial plants",-22.379,-49.6803,0.32,768,"Count","A",NA,TRUE,"3209389",-9.10400829302004,-1226234.87660289,"Moderate",0.00387935121387595
"702",702,10,-3,0.2,0,0.2,0.996108646951334,43,31.625,39.48,32.4899030694669,33.6015317948201,32.1552310999642,32.3248576180636,1.82550132274628,3.55860367417336,4.13051239725202,39.1863176698551,49.2797990182639,63.8369714374986,57.7634667687981,"302","18",2002,2011,9,"Terrestrial plants",-22.379,-49.6803,0.32,768,"Count","A",NA,TRUE,"3209389",-9.10400829302004,-1226234.87660289,"Moderate",0.00387935121387595
"703",703,10,-4,0.307692307692308,0,0.307692307692308,0.996108646951334,43,31.625,39.48,32.4899030694669,33.6015317948201,32.1552310999642,32.3248576180636,1.82550132274628,3.55860367417336,4.13051239725202,39.1863176698551,49.2797990182639,63.8369714374986,57.7634667687981,"302","180",2002,2011,9,"Terrestrial plants",-22.379,-49.6803,0.32,768,"Count","A",NA,TRUE,"3209389",-9.10400829302004,-1226234.87660289,"Moderate",0.00387935121387595
"704",704,10,-1,0.277777777777778,0.235294117647059,0.0424836601307189,0.996108646951334,43,31.625,39.48,32.4899030694669,33.6015317948201,32.1552310999642,32.3248576180636,1.82550132274628,3.55860367417336,4.13051239725202,39.1863176698551,49.2797990182639,63.8369714374986,57.7634667687981,"302","181",2002,2011,9,"Terrestrial plants",-22.379,-49.6803,0.32,768,"Count","A",NA,TRUE,"3209389",-9.10400829302004,-1226234.87660289,"Moderate",0.00387935121387595
"705",705,10,1,0.157894736842105,0.111111111111111,0.0467836257309941,0.996108646951334,43,31.625,39.48,32.4899030694669,33.6015317948201,32.1552310999642,32.3248576180636,1.82550132274628,3.55860367417336,4.13051239725202,39.1863176698551,49.2797990182639,63.8369714374986,57.7634667687981,"302","182",2002,2011,9,"Terrestrial plants",-22.379,-49.6803,0.32,768,"Count","A",NA,TRUE,"3209389",-9.10400829302004,-1226234.87660289,"Moderate",0.00387935121387595
"706",706,10,3,0.2,0,0.2,0.996108646951334,43,31.625,39.48,32.4899030694669,33.6015317948201,32.1552310999642,32.3248576180636,1.82550132274628,3.55860367417336,4.13051239725202,39.1863176698551,49.2797990182639,63.8369714374986,57.7634667687981,"302","183",2002,2011,9,"Terrestrial plants",-22.379,-49.6803,0.32,768,"Count","A",NA,TRUE,"3209389",-9.10400829302004,-1226234.87660289,"Moderate",0.00387935121387595
"707",707,10,2,0.222222222222222,0.125,0.0972222222222222,0.996108646951334,43,31.625,39.48,32.4899030694669,33.6015317948201,32.1552310999642,32.3248576180636,1.82550132274628,3.55860367417336,4.13051239725202,39.1863176698551,49.2797990182639,63.8369714374986,57.7634667687981,"302","184",2002,2011,9,"Terrestrial plants",-22.379,-49.6803,0.32,768,"Count","A",NA,TRUE,"3209389",-9.10400829302004,-1226234.87660289,"Moderate",0.00387935121387595
"708",708,10,-1,0.294117647058824,0.25,0.0441176470588235,0.996108646951334,43,31.625,39.48,32.4899030694669,33.6015317948201,32.1552310999642,32.3248576180636,1.82550132274628,3.55860367417336,4.13051239725202,39.1863176698551,49.2797990182639,63.8369714374986,57.7634667687981,"302","185",2002,2011,9,"Terrestrial plants",-22.379,-49.6803,0.32,768,"Count","A",NA,TRUE,"3209389",-9.10400829302004,-1226234.87660289,"Moderate",0.00387935121387595
"709",709,10,2,0.19047619047619,0.105263157894737,0.0852130325814536,0.996108646951334,43,31.625,39.48,32.4899030694669,33.6015317948201,32.1552310999642,32.3248576180636,1.82550132274628,3.55860367417336,4.13051239725202,39.1863176698551,49.2797990182639,63.8369714374986,57.7634667687981,"302","186",2002,2011,9,"Terrestrial plants",-22.379,-49.6803,0.32,768,"Count","A",NA,TRUE,"3209389",-9.10400829302004,-1226234.87660289,"Moderate",0.00387935121387595
"710",710,10,-2,0.4,0.347826086956522,0.0521739130434783,0.996108646951334,43,31.625,39.48,32.4899030694669,33.6015317948201,32.1552310999642,32.3248576180636,1.82550132274628,3.55860367417336,4.13051239725202,39.1863176698551,49.2797990182639,63.8369714374986,57.7634667687981,"302","187",2002,2011,9,"Terrestrial plants",-22.379,-49.6803,0.32,768,"Count","A",NA,TRUE,"3209389",-9.10400829302004,-1226234.87660289,"Moderate",0.00387935121387595
"711",711,10,-2,0.363636363636364,0.3,0.0636363636363636,0.996108646951334,43,31.625,39.48,32.4899030694669,33.6015317948201,32.1552310999642,32.3248576180636,1.82550132274628,3.55860367417336,4.13051239725202,39.1863176698551,49.2797990182639,63.8369714374986,57.7634667687981,"302","188",2002,2011,9,"Terrestrial plants",-22.379,-49.6803,0.32,768,"Count","A",NA,TRUE,"3209389",-9.10400829302004,-1226234.87660289,"Moderate",0.00387935121387595
"712",712,10,-2,0.19047619047619,0.105263157894737,0.0852130325814536,0.996108646951334,43,31.625,39.48,32.4899030694669,33.6015317948201,32.1552310999642,32.3248576180636,1.82550132274628,3.55860367417336,4.13051239725202,39.1863176698551,49.2797990182639,63.8369714374986,57.7634667687981,"302","189",2002,2011,9,"Terrestrial plants",-22.379,-49.6803,0.32,768,"Count","A",NA,TRUE,"3209389",-9.10400829302004,-1226234.87660289,"Moderate",0.00387935121387595
"713",713,10,-1,0.176470588235294,0.125,0.0514705882352941,0.996108646951334,43,31.625,39.48,32.4899030694669,33.6015317948201,32.1552310999642,32.3248576180636,1.82550132274628,3.55860367417336,4.13051239725202,39.1863176698551,49.2797990182639,63.8369714374986,57.7634667687981,"302","19",2002,2011,9,"Terrestrial plants",-22.379,-49.6803,0.32,768,"Count","A",NA,TRUE,"3209389",-9.10400829302004,-1226234.87660289,"Moderate",0.00387935121387595
"714",714,10,-5,0.304347826086957,0.111111111111111,0.193236714975845,0.996108646951334,43,31.625,39.48,32.4899030694669,33.6015317948201,32.1552310999642,32.3248576180636,1.82550132274628,3.55860367417336,4.13051239725202,39.1863176698551,49.2797990182639,63.8369714374986,57.7634667687981,"302","190",2002,2011,9,"Terrestrial plants",-22.379,-49.6803,0.32,768,"Count","A",NA,TRUE,"3209389",-9.10400829302004,-1226234.87660289,"Moderate",0.00387935121387595
"715",715,10,4,0.344827586206897,0.24,0.104827586206897,0.996108646951334,43,31.625,39.48,32.4899030694669,33.6015317948201,32.1552310999642,32.3248576180636,1.82550132274628,3.55860367417336,4.13051239725202,39.1863176698551,49.2797990182639,63.8369714374986,57.7634667687981,"302","191",2002,2011,9,"Terrestrial plants",-22.379,-49.6803,0.32,768,"Count","A",NA,TRUE,"3209389",-9.10400829302004,-1226234.87660289,"Moderate",0.00387935121387595
"716",716,10,2,0.111111111111111,0,0.111111111111111,0.996108646951334,43,31.625,39.48,32.4899030694669,33.6015317948201,32.1552310999642,32.3248576180636,1.82550132274628,3.55860367417336,4.13051239725202,39.1863176698551,49.2797990182639,63.8369714374986,57.7634667687981,"302","192",2002,2011,9,"Terrestrial plants",-22.379,-49.6803,0.32,768,"Count","A",NA,TRUE,"3209389",-9.10400829302004,-1226234.87660289,"Moderate",0.00387935121387595
"717",717,10,-1,0.0909090909090909,0,0.0909090909090909,0.996108646951334,43,31.625,39.48,32.4899030694669,33.6015317948201,32.1552310999642,32.3248576180636,1.82550132274628,3.55860367417336,4.13051239725202,39.1863176698551,49.2797990182639,63.8369714374986,57.7634667687981,"302","193",2002,2011,9,"Terrestrial plants",-22.379,-49.6803,0.32,768,"Count","A",NA,TRUE,"3209389",-9.10400829302004,-1226234.87660289,"Moderate",0.00387935121387595
"718",718,10,0,0.375,0.375,0,0.996108646951334,43,31.625,39.48,32.4899030694669,33.6015317948201,32.1552310999642,32.3248576180636,1.82550132274628,3.55860367417336,4.13051239725202,39.1863176698551,49.2797990182639,63.8369714374986,57.7634667687981,"302","194",2002,2011,9,"Terrestrial plants",-22.379,-49.6803,0.32,768,"Count","A",NA,TRUE,"3209389",-9.10400829302004,-1226234.87660289,"Moderate",0.00387935121387595
"719",719,10,-2,0.153846153846154,0,0.153846153846154,0.996108646951334,43,31.625,39.48,32.4899030694669,33.6015317948201,32.1552310999642,32.3248576180636,1.82550132274628,3.55860367417336,4.13051239725202,39.1863176698551,49.2797990182639,63.8369714374986,57.7634667687981,"302","195",2002,2011,9,"Terrestrial plants",-22.379,-49.6803,0.32,768,"Count","A",NA,TRUE,"3209389",-9.10400829302004,-1226234.87660289,"Moderate",0.00387935121387595
"720",720,10,3,0.416666666666667,0.222222222222222,0.194444444444444,0.996108646951334,43,31.625,39.48,32.4899030694669,33.6015317948201,32.1552310999642,32.3248576180636,1.82550132274628,3.55860367417336,4.13051239725202,39.1863176698551,49.2797990182639,63.8369714374986,57.7634667687981,"302","196",2002,2011,9,"Terrestrial plants",-22.379,-49.6803,0.32,768,"Count","A",NA,TRUE,"3209389",-9.10400829302004,-1226234.87660289,"Moderate",0.00387935121387595
"721",721,10,3,0.176470588235294,0,0.176470588235294,0.996108646951334,43,31.625,39.48,32.4899030694669,33.6015317948201,32.1552310999642,32.3248576180636,1.82550132274628,3.55860367417336,4.13051239725202,39.1863176698551,49.2797990182639,63.8369714374986,57.7634667687981,"302","197",2002,2011,9,"Terrestrial plants",-22.379,-49.6803,0.32,768,"Count","A",NA,TRUE,"3209389",-9.10400829302004,-1226234.87660289,"Moderate",0.00387935121387595
